      id  x
1   2330  1
2   3169  2
3   1395  1
4   4239  2
5    264  2
6   2330  1
7   3242  2
8   2984  0
9   4958  1
10  4433  1
11  4945  0
12  3756  1
13  3072  1
14    66  2
15  3072  1
16    48  1
17   478  2
18  2566  0
19  1483  1
20  1643  2
21  4433  1
22  1833  1
23  1728  2
24  4837  1
25  2330  1
26  3169  2
27   932  1
28  1643  2
29  1799  1
30  3593  1
31   932  1
32  1729  2
33  4496  1
34  1358  1
35  4900  1
36  1856  1
37  4468  2
38    38  2
39   271  1
40   331  1
41  1856  1
42  4570  1
43    48  1
44  2538  0
45    66  2
46  2984  0
47  4575  1
48  1586  1
49   390  1
50  2855  2
51  4570  1
52  3284  3
53   615  3
54  3708  3
55  2866  4
56  2759  4
57  1948  3
58  2884  4
59  1944  4
60   512  4
61  4934  4
62  1997  3
63  4494  3
64  1044  3
65   605  4
66   844  3
67  2595  4
68   540  4
69    10  4
70  1577  3
71  3444  4
72  2596  4
73  3935  4
74   235  4
75  2550  4
76   605  4
77  2104  4
78  4791  4
79  4507  4
80  2236  3
81  1335  4
82  2759  4
83  3679  4
84  4292  4
85  2732  6
86  4730  5
87  2489  6
88  1232  5
89  4047  5
90  3970  6
91  3730  5
92  3643  6
93  3233  6
94  4304  5
95  3704  6
96   317  5
97  4632  6
98  1985  6
99    60  6
100 3143  5
101 3985  6
102 1296  6
103 2721  5
104 1311  6
105 3248  6
106 4828  8
107 1604  8
108 4878  7
109 2281  8
110 1569  8
111 3743  8
112 3318  8
113  758  8
114 2912  8
115 2938  8
116  358  8
117 4489  7
118 2685  7
119 2025  8
120 4133  8
121 1448  7
122 2314  8
123 1179  7
124 4922  8
125  261  7
126 2459  8
127 4091  7
128  316  8
129  918 10
130 4599 10
131 2015 10
132 2393  9
133 4754  9
134 4127 10
135 4258 10
136 3400  9
137 4247 10
138 4015 10
139 1487  9
140 4808  9
141 3454  9
142 1248 10
143  241 10
144 4317  9
145 2544 10
146 3329  9
147 4442 10
148 2781  9
149   62 10
150 1702 10
151  361  9
152 1905 10
153 3324 10
154 4355 10
155 2864  9
156 1938  9
157 3252  9
158 3329  9
159 2117 10
160 3834 10
161 1864  9
162  820 10
163 2107 12
164  127 11
165  214 12
166  836 11
167 1623 11
168  551 11
169  571 11
170 1308 12
171 1517 11
172  197 11
173 2474 11
174 3225 12
175 1875 11
176 1158 11
177 4075 12
178 4723 11
179 3494 12
180 1599 12
181 2965 12
182 3068 12
183  971 11
184 2950 11
185 4056 11
186 4593 11
187 3144 12
188  197 11
189 3165 12
190  669 11
191 4598 11
192 2304 11
193 2992 12
194 4944 11
195 2323 11
196 3180 12
197 3109 12
198 2439 12
199  730 14
200  237 25
