      id  x
1   4912  1
2   1238  4
3    889  3
4   2500  4
5   2230  3
6   4898  3
7   3799  4
8   2884  4
9   4041  6
10  4047  5
11  2068  6
12  2977  6
13  2253  6
14   368  6
15  4100  5
16   768  5
17  1473  5
18  2379  6
19  4371  8
20  1390  7
21  3377  8
22  3141  8
23  4016  8
24   473  7
25  3311  8
26  1206  7
27   247  8
28  2190  8
29  3703  7
30  2423  7
31  3832  8
32  2726  7
33  1212  7
34  1174  7
35  3553  8
36  2959 10
37  4359  9
38  2270 10
39   865  9
40  4492  9
41  1139  9
42  3604  9
43  4376 10
44   904 10
45  4554 10
46  2287 10
47  1928 10
48  4163  9
49  1758 10
50  4553 10
51  2770 10
52  4158  9
53  3626 10
54  1693  9
55   798  9
56  1387 10
57  2166  9
58  2824  9
59  1423  9
60  4581  9
61  3410  9
62  1409  9
63  2403  9
64   954  9
65  1559  9
66  1716 10
67  4127 10
68   807  9
69  4738 10
70  3249 10
71   418 10
72  4465  9
73  2674  9
74  1237  9
75  2746  9
76   806  9
77  3779 10
78   646  9
79  2606 10
80  1589  9
81  4938 10
82  1794 11
83   618 11
84  1704 11
85  2201 11
86   887 12
87  2321 11
88  3115 12
89  2223 11
90    72 12
91  2512 12
92  3552 11
93  1724 12
94  3113 11
95  1308 12
96  1810 11
97  2206 12
98   787 12
99  4832 11
100  214 12
101  828 11
102 3010 11
103 1420 11
104 3735 11
105 4081 11
106 4944 11
107 2116 12
108  580 11
109  662 12
110 3636 11
111 4255 11
112 2408 11
113 4700 12
114 2739 12
115 3557 12
116  837 11
117 4653 11
118 3419 11
119 4286 11
120 3768 11
121 4343 12
122 1233 11
123 4466 11
124 3027 12
125 1668 11
126 3195 12
127 1622 13
128 4541 13
129  863 14
130 3270 14
131 2089 13
132  791 13
133 3844 14
134 1753 14
135 3592 14
136 2009 13
137 1286 13
138 4275 14
139 1094 13
140 4219 13
141 1931 14
142 3343 14
143 3372 14
144 1937 14
145 4633 13
146 3951 14
147 1088 14
148  257 14
149 1959 13
150 1294 14
151  140 13
152  366 14
153  244 13
154 2213 14
155 3570 13
156 1677 13
157  594 13
158 2719 13
159  326 13
160 4301 14
161 3449 16
162  747 16
163 4858 15
164 3995 15
165 1190 16
166   41 16
167 2646 16
168 3831 15
169 2986 16
170 4480 16
171 4868 16
172 4498 16
173 3052 16
174 3046 15
175 2032 15
176 2365 16
177 3720 15
178 2490 15
179 3008 15
180   16 15
181 1156 15
182 2244 15
183 3388 16
184 2503 16
185 4428 15
186 2892 16
187 3407 16
188  138 15
189 4943 18
190 3537 17
191 1636 18
192 4743 17
193  185 18
194 2347 19
195 4942 19
196 3572 19
197 4259 19
198 1630 20
199 1426 24
200  237 25
