      id  x
1     48  1
2     38  2
3   1537  4
4   2791  3
5   1936  6
6   1965  6
7   3199  6
8   2055  6
9   2452  6
10  1509  5
11  1047  7
12  3458  8
13  4375  7
14  1077  8
15   628  8
16  3783  7
17    27  7
18  2182  7
19  3213  8
20  3479  8
21  3891  7
22  4069  7
23  3356  8
24  3311  8
25  2711  7
26  2714  7
27  2726  7
28  4733  7
29  4079  8
30   735  9
31  3626 10
32   515  9
33  4015 10
34  3602 10
35  3771 10
36   597  9
37  4171  9
38  4049 10
39  4998  9
40  4109 10
41  1669 10
42  2063 10
43   418 10
44  3848 10
45  4625 10
46  3641  9
47  1906 10
48   736 10
49  1589  9
50   784 10
51  4695  9
52  4729 10
53   883 10
54  3631 10
55  2169 10
56  4117  9
57  4224 12
58  2955 11
59   836 11
60  1489 11
61   490 12
62  4675 11
63  4248 11
64  3084 12
65  3723 11
66  1042 12
67  3423 11
68  4288 11
69  2943 11
70   749 12
71  3437 12
72  3981 11
73  4926 11
74  2949 12
75  3295 12
76  1520 12
77  3097 12
78  1878 12
79  4235 11
80  2095 12
81  2268 12
82    18 11
83  3613 11
84  4423 11
85   814 11
86  2893 11
87  1668 11
88  3180 12
89  3921 11
90  3053 12
91  1158 11
92  3432 12
93   565 11
94   521 11
95   815 12
96   192 14
97  3110 14
98  1597 13
99  1187 14
100 4773 13
101 1721 13
102  542 13
103 3998 13
104 3448 13
105 2138 14
106 2922 14
107  625 14
108 4747 14
109 4497 14
110 4824 14
111 3083 13
112 2198 14
113 4057 14
114 2213 14
115 4764 13
116  638 14
117 2471 14
118 4296 13
119 4369 13
120 1282 13
121 3074 14
122 1181 14
123 4660 14
124 2972 13
125 4800 14
126 1522 14
127 4863 14
128 4420 13
129 4617 15
130 4354 15
131 1261 15
132 3048 15
133 3442 16
134 1657 15
135 2833 16
136 1309 16
137 1834 15
138 3892 15
139 1090 15
140 3184 16
141 4469 16
142 4774 15
143 2129 16
144 4162 16
145 2280 15
146 3809 15
147 1155 15
148 2245 15
149  485 15
150 1593 16
151 4562 16
152 4651 16
153  466 15
154 3788 15
155 1734 16
156 4050 15
157 2490 15
158 1290 16
159 1540 15
160 3393 15
161 3808 15
162  566 16
163 1611 16
164 3676 16
165 1361 16
166 1919 16
167  546 17
168 5000 18
169  762 18
170 2299 17
171  154 17
172 4699 18
173  831 18
174  535 17
175 2945 17
176 3947 18
177 3665 18
178 1091 17
179 2740 17
180 4578 18
181 1476 18
182  847 17
183  812 17
184 4694 18
185  949 19
186 1419 19
187  723 19
188 1106 20
189 3975 20
190 3877 20
191 2234 20
192 2212 22
193   20 22
194 3812 22
195 1986 22
196 1538 21
197 1996 22
198 4238 22
199 4561 23
200  237 25
