      id  x
1   4371  1
2    416  2
3   4792  2
4    954  2
5   2550  2
6   3007  3
7   2335  3
8   4018  4
9   2844  6
10  4080  5
11  1694  6
12  2057  5
13  3572  5
14   301  5
15    39  6
16  1274  5
17  4873  5
18  2102  6
19  4730  5
20  2898  6
21  4767  8
22  4898  7
23  4594  7
24  3415  7
25  1024  8
26   841  8
27  4880  8
28  4826  8
29   728  8
30  2873  7
31   425  9
32  4856  9
33  3871  9
34  3730 10
35  3762  9
36  1785 10
37  1258  9
38   918  9
39  3553  9
40  4816 10
41  2562  9
42  2636 10
43  1947 10
44  1161  9
45  2843 10
46   218 10
47  4170  9
48  4470 10
49  1421 12
50  2081 12
51  2119 12
52  4806 11
53  4438 12
54  2207 12
55  3761 11
56  4822 11
57   992 11
58  4222 11
59  1748 12
60  2598 12
61  2685 11
62  4229 12
63   623 12
64  2955 11
65   582 11
66  1409 11
67  1465 12
68  4359 11
69  1319 12
70   293 11
71  4632 11
72  2306 12
73  2710 12
74  2761 11
75   608 12
76  1396 11
77  3067 11
78  2829 12
79  2478 11
80  1376 12
81  3136 12
82  1772 12
83   206 12
84  3501 11
85  1753 14
86  4447 14
87  4611 14
88   529 14
89  1866 14
90  1727 14
91  4383 14
92  1936 14
93    55 13
94  3858 14
95  3504 13
96  3350 13
97  1184 14
98  4325 13
99  3707 13
100  117 14
101 3848 14
102 4124 13
103  672 14
104  354 14
105  161 13
106 2824 13
107 1724 14
108 2653 13
109 4804 13
110 2943 13
111 4553 13
112 3071 14
113 2454 13
114 3171 14
115 2706 15
116 1093 15
117 2439 15
118 1291 15
119 4900 15
120 2445 15
121  167 16
122 2359 15
123 3915 16
124  542 16
125 3159 16
126 1094 15
127 2651 15
128 1557 16
129 4351 16
130  810 16
131 3025 16
132 3565 16
133 1679 16
134 2141 15
135 4518 15
136 1142 16
137 3847 15
138 3243 15
139 2282 16
140  350 15
141 4088 16
142 4269 16
143 4216 15
144 2201 17
145 1087 18
146  465 17
147  182 17
148 1182 17
149  977 17
150 4737 18
151  998 17
152 3349 17
153 4962 17
154 3601 17
155 4365 17
156 3678 17
157 3172 18
158 2493 18
159 4230 17
160  424 17
161 4409 17
162 3907 17
163 4433 17
164 3554 18
165 4941 17
166 1692 18
167 4266 17
168 3077 20
169 4048 19
170 1392 19
171 4318 19
172 1751 20
173 2784 19
174 3482 19
175 3192 19
176 4242 19
177 4480 20
178    8 20
179 3207 20
180 4095 19
181  519 20
182 4645 20
183 2720 21
184 2153 21
185 1789 21
186 2038 21
187 3628 21
188 4905 22
189 3185 22
190 2373 22
191 1091 22
192   76 21
193 2064 23
194 2469 23
195 3351 23
196  332 24
197 1168 23
198 4517 25
199 3801 25
200 1964 25
