      id  x
1   2112  1
2   3896  1
3   3007  1
4    400  2
5   4570  1
6   2667  1
7   3896  1
8   4433  1
9   3593  1
10  4280  2
11   708  0
12  2667  1
13  4670  0
14  1002  2
15  3169  2
16  4570  1
17  4670  0
18  1856  1
19  3686  1
20  1729  2
21  3896  1
22  2330  1
23  1729  2
24  1643  2
25  4583  0
26  4620  1
27   346  2
28  3169  2
29  2667  1
30  1643  2
31  4945  0
32  3752  1
33  3268  2
34  4792  1
35  4918  1
36   932  1
37  4270  2
38  1728  2
39  4324  2
40  3937  1
41   394  2
42  1358  1
43  4837  1
44  1729  2
45  3937  1
46  4509  2
47  1643  2
48  4324  2
49  4620  1
50  3072  1
51  4280  2
52  3685  4
53  4969  4
54  4969  4
55  3642  4
56  1763  4
57  1447  4
58  2596  4
59  2500  4
60  4778  3
61  2920  4
62  1703  3
63  1801  4
64  3946  4
65   875  3
66  4890  4
67  4404  3
68  4778  3
69  3946  4
70  1128  4
71  3799  4
72  2297  3
73  3094  4
74  2450  4
75  2905  3
76  2500  4
77  2796  4
78  2102  3
79  1801  4
80  3023  4
81  3145  5
82  2755  6
83  2253  6
84  2639  5
85   799  6
86  3464  5
87  2878  5
88   514  6
89    40  5
90  4825  5
91  4225  6
92  2260  5
93   239  5
94  4856  5
95   773  6
96  3035  5
97  3957  6
98  3782  5
99  1079  5
100 1083  5
101 2368  6
102 4569  6
103 4102  6
104 3406  6
105 2446  7
106 3805  8
107  249  8
108 3625  8
109 2768  8
110 3805  8
111 3767  7
112  269  7
113 2099  8
114 1708  7
115  209  7
116   55  8
117 3327  8
118  632  8
119 2919  7
120 1029  7
121 2190  8
122 1448  7
123 2649  7
124  276  7
125 4834  8
126 2047  7
127 4938 10
128 3876 10
129 3780  9
130 2393  9
131 1777 10
132  918 10
133 3410  9
134 1491  9
135 3822  9
136 3648 10
137  744 10
138 2707  9
139 1472 10
140 3597 10
141 1068 10
142  689  9
143 2057  9
144  830  9
145 1883 10
146  998 10
147 2741  9
148 1592 10
149 4039  9
150 4554 10
151 2551  9
152 4686  9
153 2553  9
154  130 10
155 4132  9
156 1001  9
157  646  9
158  629 12
159 4500 11
160 2237 12
161  411 12
162 3131 12
163   93 11
164 2404 12
165 4380 11
166 3697 11
167 2289 12
168  618 11
169  571 11
170 3520 11
171 3862 11
172 4814 12
173 2262 12
174 2056 11
175 4229 11
176 2541 11
177 4956 12
178 2951 12
179 4393 12
180 1671 11
181 4642 12
182  828 11
183 2911 12
184 1880 11
185 4302 11
186 3149 12
187 1107 11
188 4723 11
189 2610 12
190 2181 12
191 2587 11
192  833 11
193 3404 12
194 3473 12
195 3520 11
196 1215 12
197 3239 12
198 4486 12
199 1033 13
200  237 25
